Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Transcript type
ENSRNOG00000001273,ENSRNOG00000001273.7,ENSRNOT00000001716,ENSRNOT00000001716.7,protein_coding
ENSRNOG00000013987,ENSRNOG00000013987.7,ENSRNOT00000068197,ENSRNOT00000068197.3,protein_coding
ENSRNOG00000013987,ENSRNOG00000013987.7,ENSRNOT00000077146,ENSRNOT00000077146.1,protein_coding
ENSRNOG00000049004,ENSRNOG00000049004.1,ENSRNOT00000072871,ENSRNOT00000072871.1,protein_coding
ENSRNOG00000047142,ENSRNOG00000047142.1,ENSRNOT00000062197,ENSRNOT00000062197.2,miRNA
ENSRNOG00000021058,ENSRNOG00000021058.7,ENSRNOT00000056181,ENSRNOT00000056181.4,protein_coding
ENSRNOG00000003280,ENSRNOG00000003280.6,ENSRNOT00000004477,ENSRNOT00000004477.5,protein_coding
ENSRNOG00000053798,ENSRNOG00000053798.1,ENSRNOT00000080982,ENSRNOT00000080982.1,misc_RNA
ENSRNOG00000008788,ENSRNOG00000008788.5,ENSRNOT00000012005,ENSRNOT00000012005.5,protein_coding
ENSRNOG00000008788,ENSRNOG00000008788.5,ENSRNOT00000092157,ENSRNOT00000092157.1,protein_coding
ENSRNOG00000036837,ENSRNOG00000036837.3,ENSRNOT00000055281,ENSRNOT00000055281.3,protein_coding
ENSRNOG00000018531,ENSRNOG00000018531.4,ENSRNOT00000025008,ENSRNOT00000025008.4,protein_coding
ENSRNOG00000030925,ENSRNOG00000030925.3,ENSRNOT00000048929,ENSRNOT00000048929.3,protein_coding
ENSRNOG00000047152,ENSRNOG00000047152.1,ENSRNOT00000071014,ENSRNOT00000071014.1,miRNA
ENSRNOG00000005960,ENSRNOG00000005960.8,ENSRNOT00000036054,ENSRNOT00000036054.6,protein_coding
ENSRNOG00000060649,ENSRNOG00000060649.1,ENSRNOT00000091054,ENSRNOT00000091054.1,snoRNA
ENSRNOG00000053155,ENSRNOG00000053155.1,ENSRNOT00000052073,ENSRNOT00000052073.3,protein_coding
ENSRNOG00000023213,ENSRNOG00000023213.5,ENSRNOT00000057341,ENSRNOT00000057341.3,protein_coding
ENSRNOG00000014125,ENSRNOG00000014125.3,ENSRNOT00000018898,ENSRNOT00000018898.3,protein_coding
ENSRNOG00000058255,ENSRNOG00000058255.1,ENSRNOT00000087605,ENSRNOT00000087605.1,snoRNA
ENSRNOG00000016783,ENSRNOG00000016783.6,ENSRNOT00000022802,ENSRNOT00000022802.4,protein_coding
ENSRNOG00000053327,ENSRNOG00000053327.1,ENSRNOT00000087901,ENSRNOT00000087901.1,protein_coding
ENSRNOG00000014124,ENSRNOG00000014124.7,ENSRNOT00000065103,ENSRNOT00000065103.2,protein_coding
ENSRNOG00000014124,ENSRNOG00000014124.7,ENSRNOT00000080964,ENSRNOT00000080964.1,protein_coding
ENSRNOG00000019819,ENSRNOG00000019819.5,ENSRNOT00000026827,ENSRNOT00000026827.5,protein_coding
ENSRNOG00000034498,ENSRNOG00000034498.1,ENSRNOT00000052621,ENSRNOT00000052621.1,rRNA
ENSRNOG00000010502,ENSRNOG00000010502.7,ENSRNOT00000084469,ENSRNOT00000084469.1,protein_coding
ENSRNOG00000010502,ENSRNOG00000010502.7,ENSRNOT00000014015,ENSRNOT00000014015.7,protein_coding
ENSRNOG00000047090,ENSRNOG00000047090.2,ENSRNOT00000048564,ENSRNOT00000048564.4,protein_coding
ENSRNOG00000029885,ENSRNOG00000029885.5,ENSRNOT00000044240,ENSRNOT00000044240.5,protein_coding
ENSRNOG00000029885,ENSRNOG00000029885.5,ENSRNOT00000082970,ENSRNOT00000082970.1,protein_coding
ENSRNOG00000007720,ENSRNOG00000007720.6,ENSRNOT00000010134,ENSRNOT00000010134.6,protein_coding
ENSRNOG00000051914,ENSRNOG00000051914.1,ENSRNOT00000091445,ENSRNOT00000091445.1,snoRNA
ENSRNOG00000057945,ENSRNOG00000057945.1,ENSRNOT00000078082,ENSRNOT00000078082.1,protein_coding
ENSRNOG00000026982,ENSRNOG00000026982.3,ENSRNOT00000031297,ENSRNOT00000031297.3,protein_coding
ENSRNOG00000006369,ENSRNOG00000006369.5,ENSRNOT00000008913,ENSRNOT00000008913.5,protein_coding
ENSRNOG00000015152,ENSRNOG00000015152.4,ENSRNOT00000020864,ENSRNOT00000020864.4,protein_coding
ENSRNOG00000054047,ENSRNOG00000054047.1,ENSRNOT00000090455,ENSRNOT00000090455.1,snRNA
ENSRNOG00000059027,ENSRNOG00000059027.1,ENSRNOT00000082961,ENSRNOT00000082961.1,pseudogene
ENSRNOG00000019528,ENSRNOG00000019528.6,ENSRNOT00000026441,ENSRNOT00000026441.6,protein_coding
ENSRNOG00000059257,ENSRNOG00000059257.1,ENSRNOT00000077890,ENSRNOT00000077890.1,miRNA
ENSRNOG00000000500,ENSRNOG00000000500.8,ENSRNOT00000000593,ENSRNOT00000000593.8,protein_coding
ENSRNOG00000055749,ENSRNOG00000055749.1,ENSRNOT00000088933,ENSRNOT00000088933.1,misc_RNA
ENSRNOG00000056342,ENSRNOG00000056342.1,ENSRNOT00000081473,ENSRNOT00000081473.1,snRNA
ENSRNOG00000007722,ENSRNOG00000007722.7,ENSRNOT00000010168,ENSRNOT00000010168.7,protein_coding
ENSRNOG00000014776,ENSRNOG00000014776.5,ENSRNOT00000020700,ENSRNOT00000020700.5,protein_coding
ENSRNOG00000010765,ENSRNOG00000010765.7,ENSRNOT00000015179,ENSRNOT00000015179.7,protein_coding
ENSRNOG00000010765,ENSRNOG00000010765.7,ENSRNOT00000085126,ENSRNOT00000085126.1,protein_coding
ENSRNOG00000056914,ENSRNOG00000056914.1,ENSRNOT00000082334,ENSRNOT00000082334.1,snRNA
ENSRNOG00000010488,ENSRNOG00000010488.7,ENSRNOT00000014004,ENSRNOT00000014004.7,protein_coding
ENSRNOG00000045607,ENSRNOG00000045607.1,ENSRNOT00000075539,ENSRNOT00000075539.1,miRNA
ENSRNOG00000038205,ENSRNOG00000038205.3,ENSRNOT00000058172,ENSRNOT00000058172.3,protein_coding
ENSRNOG00000054619,ENSRNOG00000054619.1,ENSRNOT00000079500,ENSRNOT00000079500.1,snoRNA
ENSRNOG00000060859,ENSRNOG00000060859.1,ENSRNOT00000091433,ENSRNOT00000091433.1,snRNA
ENSRNOG00000008924,ENSRNOG00000008924.7,ENSRNOT00000081007,ENSRNOT00000081007.1,protein_coding
ENSRNOG00000008924,ENSRNOG00000008924.7,ENSRNOT00000059868,ENSRNOT00000059868.4,protein_coding
ENSRNOG00000030471,ENSRNOG00000030471.1,ENSRNOT00000045383,ENSRNOT00000045383.1,protein_coding
ENSRNOG00000002251,ENSRNOG00000002251.8,ENSRNOT00000091367,ENSRNOT00000091367.1,protein_coding
ENSRNOG00000002251,ENSRNOG00000002251.8,ENSRNOT00000003072,ENSRNOT00000003072.5,protein_coding
ENSRNOG00000002251,ENSRNOG00000002251.8,ENSRNOT00000033489,ENSRNOT00000033489.5,protein_coding
ENSRNOG00000061673,ENSRNOG00000061673.1,ENSRNOT00000085838,ENSRNOT00000085838.1,snRNA
ENSRNOG00000060380,ENSRNOG00000060380.1,ENSRNOT00000081429,ENSRNOT00000081429.1,misc_RNA
ENSRNOG00000037310,ENSRNOG00000037310.2,ENSRNOT00000056449,ENSRNOT00000056449.2,protein_coding
ENSRNOG00000055256,ENSRNOG00000055256.1,ENSRNOT00000082249,ENSRNOT00000082249.1,snRNA
ENSRNOG00000006846,ENSRNOG00000006846.5,ENSRNOT00000008951,ENSRNOT00000008951.5,protein_coding
ENSRNOG00000059646,ENSRNOG00000059646.1,ENSRNOT00000090354,ENSRNOT00000090354.1,snoRNA
ENSRNOG00000047694,ENSRNOG00000047694.1,ENSRNOT00000074504,ENSRNOT00000074504.1,miRNA
ENSRNOG00000049681,ENSRNOG00000049681.2,ENSRNOT00000075444,ENSRNOT00000075444.2,protein_coding
ENSRNOG00000011120,ENSRNOG00000011120.6,ENSRNOT00000014811,ENSRNOT00000014811.5,protein_coding
ENSRNOG00000011120,ENSRNOG00000011120.6,ENSRNOT00000089579,ENSRNOT00000089579.1,protein_coding
ENSRNOG00000050699,ENSRNOG00000050699.1,ENSRNOT00000072537,ENSRNOT00000072537.1,miRNA
ENSRNOG00000019529,ENSRNOG00000019529.5,ENSRNOT00000026595,ENSRNOT00000026595.5,protein_coding
ENSRNOG00000014182,ENSRNOG00000014182.6,ENSRNOT00000035277,ENSRNOT00000035277.5,protein_coding
ENSRNOG00000041572,ENSRNOG00000041572.1,ENSRNOT00000063325,ENSRNOT00000063325.1,miRNA
ENSRNOG00000029142,ENSRNOG00000029142.1,ENSRNOT00000042829,ENSRNOT00000042829.1,protein_coding
ENSRNOG00000058403,ENSRNOG00000058403.1,ENSRNOT00000078269,ENSRNOT00000078269.1,snoRNA
ENSRNOG00000005867,ENSRNOG00000005867.5,ENSRNOT00000007700,ENSRNOT00000007700.5,protein_coding
ENSRNOG00000019086,ENSRNOG00000019086.4,ENSRNOT00000046804,ENSRNOT00000046804.2,protein_coding
ENSRNOG00000028033,ENSRNOG00000028033.6,ENSRNOT00000014611,ENSRNOT00000014611.7,protein_coding
ENSRNOG00000014310,ENSRNOG00000014310.7,ENSRNOT00000019602,ENSRNOT00000019602.7,protein_coding
ENSRNOG00000014310,ENSRNOG00000014310.7,ENSRNOT00000078424,ENSRNOT00000078424.1,protein_coding
ENSRNOG00000016384,ENSRNOG00000016384.4,ENSRNOT00000022179,ENSRNOT00000022179.4,protein_coding
ENSRNOG00000003496,ENSRNOG00000003496.7,ENSRNOT00000065558,ENSRNOT00000065558.2,protein_coding
ENSRNOG00000003496,ENSRNOG00000003496.7,ENSRNOT00000080934,ENSRNOT00000080934.1,protein_coding
ENSRNOG00000052575,ENSRNOG00000052575.1,ENSRNOT00000090577,ENSRNOT00000090577.1,misc_RNA
ENSRNOG00000058528,ENSRNOG00000058528.1,ENSRNOT00000078480,ENSRNOT00000078480.1,snoRNA
ENSRNOG00000006399,ENSRNOG00000006399.7,ENSRNOT00000009122,ENSRNOT00000009122.6,protein_coding
ENSRNOG00000051675,ENSRNOG00000051675.1,ENSRNOT00000083238,ENSRNOT00000083238.1,ribozyme
ENSRNOG00000038335,ENSRNOG00000038335.1,ENSRNOT00000058373,ENSRNOT00000058373.1,processed_pseudogene
ENSRNOG00000002373,ENSRNOG00000002373.8,ENSRNOT00000055683,ENSRNOT00000055683.5,protein_coding
ENSRNOG00000002373,ENSRNOG00000002373.8,ENSRNOT00000003251,ENSRNOT00000003251.7,protein_coding
ENSRNOG00000060109,ENSRNOG00000060109.1,ENSRNOT00000081535,ENSRNOT00000081535.1,misc_RNA
ENSRNOG00000045556,ENSRNOG00000045556.1,ENSRNOT00000075470,ENSRNOT00000075470.1,miRNA
ENSRNOG00000043114,ENSRNOG00000043114.1,ENSRNOT00000065962,ENSRNOT00000065962.1,protein_coding
ENSRNOG00000034120,ENSRNOG00000034120.3,ENSRNOT00000045802,ENSRNOT00000045802.3,protein_coding
ENSRNOG00000059995,ENSRNOG00000059995.1,ENSRNOT00000081271,ENSRNOT00000081271.1,miRNA
ENSRNOG00000034269,ENSRNOG00000034269.6,ENSRNOT00000042371,ENSRNOT00000042371.6,protein_coding
ENSRNOG00000060944,ENSRNOG00000060944.1,ENSRNOT00000086973,ENSRNOT00000086973.1,snoRNA
ENSRNOG00000010431,ENSRNOG00000010431.6,ENSRNOT00000014106,ENSRNOT00000014106.5,protein_coding
ENSRNOG00000019698,ENSRNOG00000019698.3,ENSRNOT00000026713,ENSRNOT00000026713.3,protein_coding
ENSRNOG00000056815,ENSRNOG00000056815.1,ENSRNOT00000081001,ENSRNOT00000081001.1,snoRNA
ENSRNOG00000045630,ENSRNOG00000045630.1,ENSRNOT00000054509,ENSRNOT00000054509.2,miRNA
ENSRNOG00000025198,ENSRNOG00000025198.7,ENSRNOT00000033123,ENSRNOT00000033123.6,protein_coding
ENSRNOG00000061629,ENSRNOG00000061629.1,ENSRNOT00000077296,ENSRNOT00000077296.1,snRNA
ENSRNOG00000061761,ENSRNOG00000061761.1,ENSRNOT00000090333,ENSRNOT00000090333.1,lincRNA
ENSRNOG00000062007,ENSRNOG00000062007.1,ENSRNOT00000092422,ENSRNOT00000092422.1,snRNA
ENSRNOG00000047720,ENSRNOG00000047720.2,ENSRNOT00000073468,ENSRNOT00000073468.2,protein_coding
ENSRNOG00000044574,ENSRNOG00000044574.1,ENSRNOT00000069841,ENSRNOT00000069841.1,rRNA
ENSRNOG00000056708,ENSRNOG00000056708.1,ENSRNOT00000080417,ENSRNOT00000080417.1,protein_coding
ENSRNOG00000053005,ENSRNOG00000053005.1,ENSRNOT00000078183,ENSRNOT00000078183.1,lincRNA
ENSRNOG00000054221,ENSRNOG00000054221.1,ENSRNOT00000081364,ENSRNOT00000081364.1,snRNA
ENSRNOG00000055752,ENSRNOG00000055752.1,ENSRNOT00000091477,ENSRNOT00000091477.1,snoRNA
ENSRNOG00000055666,ENSRNOG00000055666.1,ENSRNOT00000090140,ENSRNOT00000090140.1,lincRNA
ENSRNOG00000047581,ENSRNOG00000047581.3,ENSRNOT00000050485,ENSRNOT00000050485.6,protein_coding
ENSRNOG00000047581,ENSRNOG00000047581.3,ENSRNOT00000061476,ENSRNOT00000061476.3,protein_coding
ENSRNOG00000047581,ENSRNOG00000047581.3,ENSRNOT00000079703,ENSRNOT00000079703.1,protein_coding
ENSRNOG00000042826,ENSRNOG00000042826.3,ENSRNOT00000050119,ENSRNOT00000050119.5,protein_coding
ENSRNOG00000055906,ENSRNOG00000055906.1,ENSRNOT00000091802,ENSRNOT00000091802.1,snoRNA
ENSRNOG00000053522,ENSRNOG00000053522.1,ENSRNOT00000082517,ENSRNOT00000082517.1,protein_coding
ENSRNOG00000061836,ENSRNOG00000061836.1,ENSRNOT00000085091,ENSRNOT00000085091.1,lincRNA
ENSRNOG00000055456,ENSRNOG00000055456.1,ENSRNOT00000086958,ENSRNOT00000086958.1,snRNA
ENSRNOG00000041762,ENSRNOG00000041762.1,ENSRNOT00000063515,ENSRNOT00000063515.1,rRNA
ENSRNOG00000028129,ENSRNOG00000028129.6,ENSRNOT00000036799,ENSRNOT00000036799.5,protein_coding
ENSRNOG00000052265,ENSRNOG00000052265.1,ENSRNOT00000082698,ENSRNOT00000082698.1,lincRNA
ENSRNOG00000054785,ENSRNOG00000054785.1,ENSRNOT00000081929,ENSRNOT00000081929.1,snRNA
ENSRNOG00000061244,ENSRNOG00000061244.1,ENSRNOT00000088602,ENSRNOT00000088602.1,snRNA
ENSRNOG00000051624,ENSRNOG00000051624.1,ENSRNOT00000082300,ENSRNOT00000082300.1,protein_coding
ENSRNOG00000033256,ENSRNOG00000033256.2,ENSRNOT00000041091,ENSRNOT00000041091.2,protein_coding
ENSRNOG00000057942,ENSRNOG00000057942.1,ENSRNOT00000077342,ENSRNOT00000077342.1,protein_coding
ENSRNOG00000020480,ENSRNOG00000020480.5,ENSRNOT00000027834,ENSRNOT00000027834.4,protein_coding
ENSRNOG00000056593,ENSRNOG00000056593.1,ENSRNOT00000087950,ENSRNOT00000087950.1,snoRNA
ENSRNOG00000056655,ENSRNOG00000056655.1,ENSRNOT00000083963,ENSRNOT00000083963.1,lincRNA
ENSRNOG00000053980,ENSRNOG00000053980.1,ENSRNOT00000092010,ENSRNOT00000092010.1,misc_RNA
ENSRNOG00000001839,ENSRNOG00000001839.5,ENSRNOT00000002517,ENSRNOT00000002517.5,protein_coding
ENSRNOG00000053801,ENSRNOG00000053801.1,ENSRNOT00000090034,ENSRNOT00000090034.1,snoRNA
ENSRNOG00000045984,ENSRNOG00000045984.2,ENSRNOT00000086370,ENSRNOT00000086370.1,protein_coding
ENSRNOG00000045984,ENSRNOG00000045984.2,ENSRNOT00000072365,ENSRNOT00000072365.2,protein_coding
ENSRNOG00000050295,ENSRNOG00000050295.1,ENSRNOT00000048941,ENSRNOT00000048941.2,protein_coding
ENSRNOG00000051547,ENSRNOG00000051547.1,ENSRNOT00000084641,ENSRNOT00000084641.1,lincRNA
ENSRNOG00000056130,ENSRNOG00000056130.1,ENSRNOT00000080445,ENSRNOT00000080445.1,protein_coding
ENSRNOG00000061291,ENSRNOG00000061291.1,ENSRNOT00000087124,ENSRNOT00000087124.1,lincRNA
ENSRNOG00000052540,ENSRNOG00000052540.1,ENSRNOT00000086419,ENSRNOT00000086419.1,snoRNA
ENSRNOG00000055187,ENSRNOG00000055187.1,ENSRNOT00000085171,ENSRNOT00000085171.1,lincRNA
ENSRNOG00000055614,ENSRNOG00000055614.1,ENSRNOT00000081182,ENSRNOT00000081182.1,lincRNA
ENSRNOG00000021366,ENSRNOG00000021366.2,ENSRNOT00000028970,ENSRNOT00000028970.2,protein_coding
ENSRNOG00000037556,ENSRNOG00000037556.3,ENSRNOT00000032973,ENSRNOT00000032973.5,protein_coding
ENSRNOG00000052817,ENSRNOG00000052817.1,ENSRNOT00000088938,ENSRNOT00000088938.1,lincRNA
ENSRNOG00000054869,ENSRNOG00000054869.1,ENSRNOT00000083082,ENSRNOT00000083082.1,lincRNA
ENSRNOG00000054796,ENSRNOG00000054796.1,ENSRNOT00000082215,ENSRNOT00000082215.1,protein_coding
ENSRNOG00000060633,ENSRNOG00000060633.1,ENSRNOT00000080275,ENSRNOT00000080275.1,pseudogene
ENSRNOG00000032420,ENSRNOG00000032420.5,ENSRNOT00000046626,ENSRNOT00000046626.5,protein_coding
ENSRNOG00000051871,ENSRNOG00000051871.1,ENSRNOT00000088373,ENSRNOT00000088373.1,snoRNA
ENSRNOG00000014549,ENSRNOG00000014549.7,ENSRNOT00000019553,ENSRNOT00000019553.7,protein_coding
ENSRNOG00000048980,ENSRNOG00000048980.2,ENSRNOT00000071133,ENSRNOT00000071133.2,protein_coding
ENSRNOG00000018936,ENSRNOG00000018936.7,ENSRNOT00000051665,ENSRNOT00000051665.5,protein_coding
ENSRNOG00000018936,ENSRNOG00000018936.7,ENSRNOT00000037975,ENSRNOT00000037975.5,protein_coding
ENSRNOG00000053759,ENSRNOG00000053759.1,ENSRNOT00000087993,ENSRNOT00000087993.1,lincRNA
ENSRNOG00000042162,ENSRNOG00000042162.2,ENSRNOT00000065751,ENSRNOT00000065751.2,protein_coding
ENSRNOG00000034174,ENSRNOG00000034174.2,ENSRNOT00000044574,ENSRNOT00000044574.2,protein_coding
ENSRNOG00000055536,ENSRNOG00000055536.1,ENSRNOT00000085982,ENSRNOT00000085982.1,lincRNA
ENSRNOG00000021330,ENSRNOG00000021330.6,ENSRNOT00000038257,ENSRNOT00000038257.5,protein_coding
ENSRNOG00000021330,ENSRNOG00000021330.6,ENSRNOT00000083572,ENSRNOT00000083572.1,protein_coding
ENSRNOG00000056127,ENSRNOG00000056127.1,ENSRNOT00000086516,ENSRNOT00000086516.1,lincRNA
ENSRNOG00000053133,ENSRNOG00000053133.1,ENSRNOT00000080544,ENSRNOT00000080544.1,snoRNA
ENSRNOG00000030689,ENSRNOG00000030689.2,ENSRNOT00000032937,ENSRNOT00000032937.5,protein_coding
ENSRNOG00000030689,ENSRNOG00000030689.2,ENSRNOT00000049574,ENSRNOT00000049574.1,protein_coding
ENSRNOG00000060268,ENSRNOG00000060268.1,ENSRNOT00000089530,ENSRNOT00000089530.1,lincRNA
ENSRNOG00000006422,ENSRNOG00000006422.4,ENSRNOT00000008461,ENSRNOT00000008461.3,protein_coding
ENSRNOG00000053825,ENSRNOG00000053825.1,ENSRNOT00000090830,ENSRNOT00000090830.1,protein_coding
ENSRNOG00000057639,ENSRNOG00000057639.1,ENSRNOT00000084419,ENSRNOT00000084419.1,pseudogene
ENSRNOG00000055014,ENSRNOG00000055014.1,ENSRNOT00000089923,ENSRNOT00000089923.1,lincRNA
ENSRNOG00000004179,ENSRNOG00000004179.7,ENSRNOT00000005706,ENSRNOT00000005706.7,protein_coding
ENSRNOG00000040381,ENSRNOG00000040381.1,ENSRNOT00000062134,ENSRNOT00000062134.1,miRNA
ENSRNOG00000054065,ENSRNOG00000054065.1,ENSRNOT00000077914,ENSRNOT00000077914.1,lincRNA
ENSRNOG00000056201,ENSRNOG00000056201.1,ENSRNOT00000082349,ENSRNOT00000082349.1,lincRNA
ENSRNOG00000019470,ENSRNOG00000019470.6,ENSRNOT00000091845,ENSRNOT00000091845.1,protein_coding
ENSRNOG00000019470,ENSRNOG00000019470.6,ENSRNOT00000046942,ENSRNOT00000046942.2,protein_coding
ENSRNOG00000019470,ENSRNOG00000019470.6,ENSRNOT00000091444,ENSRNOT00000091444.1,protein_coding
ENSRNOG00000026833,ENSRNOG00000026833.6,ENSRNOT00000021321,ENSRNOT00000021321.5,protein_coding
ENSRNOG00000026833,ENSRNOG00000026833.6,ENSRNOT00000085022,ENSRNOT00000085022.1,protein_coding
ENSRNOG00000057432,ENSRNOG00000057432.1,ENSRNOT00000088028,ENSRNOT00000088028.1,snoRNA
ENSRNOG00000060769,ENSRNOG00000060769.1,ENSRNOT00000084303,ENSRNOT00000084303.1,protein_coding
ENSRNOG00000038044,ENSRNOG00000038044.4,ENSRNOT00000088139,ENSRNOT00000088139.1,protein_coding
ENSRNOG00000038044,ENSRNOG00000038044.4,ENSRNOT00000015119,ENSRNOT00000015119.6,protein_coding
ENSRNOG00000055011,ENSRNOG00000055011.1,ENSRNOT00000087889,ENSRNOT00000087889.1,pseudogene
ENSRNOG00000059784,ENSRNOG00000059784.1,ENSRNOT00000090101,ENSRNOT00000090101.1,lincRNA
ENSRNOG00000003313,ENSRNOG00000003313.7,ENSRNOT00000004443,ENSRNOT00000004443.6,protein_coding
ENSRNOG00000057059,ENSRNOG00000057059.1,ENSRNOT00000077853,ENSRNOT00000077853.1,protein_coding
ENSRNOG00000050405,ENSRNOG00000050405.1,ENSRNOT00000073064,ENSRNOT00000073064.1,miRNA
ENSRNOG00000054439,ENSRNOG00000054439.1,ENSRNOT00000084164,ENSRNOT00000084164.1,protein_coding
ENSRNOG00000018925,ENSRNOG00000018925.5,ENSRNOT00000025584,ENSRNOT00000025584.5,pseudogene
ENSRNOG00000030519,ENSRNOG00000030519.4,ENSRNOT00000049790,ENSRNOT00000049790.3,protein_coding
ENSRNOG00000055143,ENSRNOG00000055143.1,ENSRNOT00000077673,ENSRNOT00000077673.1,misc_RNA
ENSRNOG00000000508,ENSRNOG00000000508.5,ENSRNOT00000000609,ENSRNOT00000000609.5,protein_coding
ENSRNOG00000012807,ENSRNOG00000012807.6,ENSRNOT00000017385,ENSRNOT00000017385.6,protein_coding
ENSRNOG00000013253,ENSRNOG00000013253.6,ENSRNOT00000018548,ENSRNOT00000018548.6,protein_coding
ENSRNOG00000011137,ENSRNOG00000011137.6,ENSRNOT00000015596,ENSRNOT00000015596.6,protein_coding
ENSRNOG00000026783,ENSRNOG00000026783.5,ENSRNOT00000029866,ENSRNOT00000029866.5,protein_coding
ENSRNOG00000021517,ENSRNOG00000021517.5,ENSRNOT00000031243,ENSRNOT00000031243.5,protein_coding
ENSRNOG00000021517,ENSRNOG00000021517.5,ENSRNOT00000088297,ENSRNOT00000088297.1,protein_coding
ENSRNOG00000058027,ENSRNOG00000058027.1,ENSRNOT00000082817,ENSRNOT00000082817.1,snoRNA
ENSRNOG00000031612,ENSRNOG00000031612.3,ENSRNOT00000018737,ENSRNOT00000018737.5,protein_coding
ENSRNOG00000061050,ENSRNOG00000061050.1,ENSRNOT00000082657,ENSRNOT00000082657.1,protein_coding
ENSRNOG00000014604,ENSRNOG00000014604.6,ENSRNOT00000019795,ENSRNOT00000019795.4,protein_coding
ENSRNOG00000053086,ENSRNOG00000053086.1,ENSRNOT00000086590,ENSRNOT00000086590.1,protein_coding
ENSRNOG00000034513,ENSRNOG00000034513.1,ENSRNOT00000052636,ENSRNOT00000052636.1,rRNA
ENSRNOG00000028899,ENSRNOG00000028899.3,ENSRNOT00000049424,ENSRNOT00000049424.3,protein_coding
ENSRNOG00000019272,ENSRNOG00000019272.6,ENSRNOT00000026070,ENSRNOT00000026070.6,protein_coding
ENSRNOG00000019272,ENSRNOG00000019272.6,ENSRNOT00000083408,ENSRNOT00000083408.1,protein_coding
ENSRNOG00000011007,ENSRNOG00000011007.7,ENSRNOT00000014699,ENSRNOT00000014699.4,protein_coding
ENSRNOG00000037798,ENSRNOG00000037798.2,ENSRNOT00000031326,ENSRNOT00000031326.4,protein_coding
ENSRNOG00000056026,ENSRNOG00000056026.1,ENSRNOT00000077510,ENSRNOT00000077510.1,snoRNA
ENSRNOG00000048365,ENSRNOG00000048365.2,ENSRNOT00000005535,ENSRNOT00000005535.6,protein_coding
ENSRNOG00000013191,ENSRNOG00000013191.3,ENSRNOT00000017602,ENSRNOT00000017602.3,protein_coding
ENSRNOG00000020333,ENSRNOG00000020333.6,ENSRNOT00000027553,ENSRNOT00000027553.6,protein_coding
ENSRNOG00000054316,ENSRNOG00000054316.1,ENSRNOT00000079477,ENSRNOT00000079477.1,snRNA
ENSRNOG00000014585,ENSRNOG00000014585.7,ENSRNOT00000019573,ENSRNOT00000019573.7,protein_coding
ENSRNOG00000019350,ENSRNOG00000019350.6,ENSRNOT00000026173,ENSRNOT00000026173.6,protein_coding
ENSRNOG00000004245,ENSRNOG00000004245.7,ENSRNOT00000005719,ENSRNOT00000005719.7,protein_coding
ENSRNOG00000013034,ENSRNOG00000013034.5,ENSRNOT00000017483,ENSRNOT00000017483.5,protein_coding
ENSRNOG00000052309,ENSRNOG00000052309.1,ENSRNOT00000085098,ENSRNOT00000085098.1,snRNA
ENSRNOG00000015558,ENSRNOG00000015558.6,ENSRNOT00000020873,ENSRNOT00000020873.4,protein_coding
ENSRNOG00000022723,ENSRNOG00000022723.5,ENSRNOT00000037555,ENSRNOT00000037555.5,protein_coding
ENSRNOG00000050006,ENSRNOG00000050006.1,ENSRNOT00000074269,ENSRNOT00000074269.1,protein_coding
ENSRNOG00000025484,ENSRNOG00000025484.3,ENSRNOT00000039074,ENSRNOT00000039074.3,protein_coding
ENSRNOG00000055771,ENSRNOG00000055771.1,ENSRNOT00000086421,ENSRNOT00000086421.1,snRNA
ENSRNOG00000016050,ENSRNOG00000016050.7,ENSRNOT00000050980,ENSRNOT00000050980.5,protein_coding
ENSRNOG00000016050,ENSRNOG00000016050.7,ENSRNOT00000029284,ENSRNOT00000029284.4,protein_coding
ENSRNOG00000049049,ENSRNOG00000049049.1,ENSRNOT00000075709,ENSRNOT00000075709.1,protein_coding
ENSRNOG00000059324,ENSRNOG00000059324.1,ENSRNOT00000079206,ENSRNOT00000079206.1,snoRNA
ENSRNOG00000050946,ENSRNOG00000050946.2,ENSRNOT00000077580,ENSRNOT00000077580.1,protein_coding
ENSRNOG00000050946,ENSRNOG00000050946.2,ENSRNOT00000084722,ENSRNOT00000084722.1,protein_coding
ENSRNOG00000050946,ENSRNOG00000050946.2,ENSRNOT00000074295,ENSRNOT00000074295.2,protein_coding
ENSRNOG00000012906,ENSRNOG00000012906.6,ENSRNOT00000055111,ENSRNOT00000055111.3,protein_coding
ENSRNOG00000012906,ENSRNOG00000012906.6,ENSRNOT00000087579,ENSRNOT00000087579.1,protein_coding
ENSRNOG00000055413,ENSRNOG00000055413.1,ENSRNOT00000091942,ENSRNOT00000091942.1,protein_coding
ENSRNOG00000046139,ENSRNOG00000046139.3,ENSRNOT00000073041,ENSRNOT00000073041.3,protein_coding
ENSRNOG00000048697,ENSRNOG00000048697.1,ENSRNOT00000073490,ENSRNOT00000073490.1,miRNA
ENSRNOG00000049749,ENSRNOG00000049749.2,ENSRNOT00000066193,ENSRNOT00000066193.3,protein_coding
ENSRNOG00000024257,ENSRNOG00000024257.3,ENSRNOT00000030900,ENSRNOT00000030900.3,protein_coding
ENSRNOG00000057767,ENSRNOG00000057767.1,ENSRNOT00000087261,ENSRNOT00000087261.1,snRNA
