Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Transcript type
ENSRNOG00000008622,ENSRNOG00000008622.7,ENSRNOT00000031365,ENSRNOT00000031365.5,protein_coding
ENSRNOG00000008622,ENSRNOG00000008622.7,ENSRNOT00000086473,ENSRNOT00000086473.1,protein_coding
ENSRNOG00000005927,ENSRNOG00000005927.6,ENSRNOT00000008193,ENSRNOT00000008193.6,protein_coding
ENSRNOG00000046554,ENSRNOG00000046554.1,ENSRNOT00000074012,ENSRNOT00000074012.1,miRNA
ENSRNOG00000017780,ENSRNOG00000017780.6,ENSRNOT00000024063,ENSRNOT00000024063.6,protein_coding
ENSRNOG00000017780,ENSRNOG00000017780.6,ENSRNOT00000083629,ENSRNOT00000083629.1,protein_coding
ENSRNOG00000059343,ENSRNOG00000059343.1,ENSRNOT00000083757,ENSRNOT00000083757.1,lincRNA
ENSRNOG00000026111,ENSRNOG00000026111.4,ENSRNOT00000036495,ENSRNOT00000036495.4,protein_coding
ENSRNOG00000009719,ENSRNOG00000009719.7,ENSRNOT00000030745,ENSRNOT00000030745.6,protein_coding
ENSRNOG00000009719,ENSRNOG00000009719.7,ENSRNOT00000083490,ENSRNOT00000083490.1,protein_coding
ENSRNOG00000029979,ENSRNOG00000029979.5,ENSRNOT00000083190,ENSRNOT00000083190.1,protein_coding
ENSRNOG00000029979,ENSRNOG00000029979.5,ENSRNOT00000058343,ENSRNOT00000058343.4,protein_coding
ENSRNOG00000060212,ENSRNOG00000060212.1,ENSRNOT00000078817,ENSRNOT00000078817.1,lincRNA
ENSRNOG00000053487,ENSRNOG00000053487.1,ENSRNOT00000071876,ENSRNOT00000071876.2,protein_coding
ENSRNOG00000061667,ENSRNOG00000061667.1,ENSRNOT00000079857,ENSRNOT00000079857.1,lincRNA
ENSRNOG00000020288,ENSRNOG00000020288.4,ENSRNOT00000027520,ENSRNOT00000027520.4,protein_coding
ENSRNOG00000004677,ENSRNOG00000004677.5,ENSRNOT00000085801,ENSRNOT00000085801.1,protein_coding
ENSRNOG00000004677,ENSRNOG00000004677.5,ENSRNOT00000006350,ENSRNOT00000006350.4,protein_coding
ENSRNOG00000004677,ENSRNOG00000004677.5,ENSRNOT00000080382,ENSRNOT00000080382.1,protein_coding
ENSRNOG00000055995,ENSRNOG00000055995.1,ENSRNOT00000086787,ENSRNOT00000086787.1,lincRNA
ENSRNOG00000059403,ENSRNOG00000059403.1,ENSRNOT00000092129,ENSRNOT00000092129.1,lincRNA
ENSRNOG00000025028,ENSRNOG00000025028.7,ENSRNOT00000035247,ENSRNOT00000035247.7,protein_coding
ENSRNOG00000054244,ENSRNOG00000054244.1,ENSRNOT00000080321,ENSRNOT00000080321.1,lincRNA
ENSRNOG00000033938,ENSRNOG00000033938.5,ENSRNOT00000052417,ENSRNOT00000052417.5,protein_coding
ENSRNOG00000012719,ENSRNOG00000012719.6,ENSRNOT00000017021,ENSRNOT00000017021.6,protein_coding
ENSRNOG00000053123,ENSRNOG00000053123.1,ENSRNOT00000077766,ENSRNOT00000077766.1,lincRNA
ENSRNOG00000045764,ENSRNOG00000045764.2,ENSRNOT00000072196,ENSRNOT00000072196.2,protein_coding
ENSRNOG00000061345,ENSRNOG00000061345.1,ENSRNOT00000089652,ENSRNOT00000089652.1,lincRNA
ENSRNOG00000061345,ENSRNOG00000061345.1,ENSRNOT00000080985,ENSRNOT00000080985.1,lincRNA
ENSRNOG00000061345,ENSRNOG00000061345.1,ENSRNOT00000089968,ENSRNOT00000089968.1,lincRNA
ENSRNOG00000010331,ENSRNOG00000010331.5,ENSRNOT00000014177,ENSRNOT00000014177.5,protein_coding
ENSRNOG00000058621,ENSRNOG00000058621.1,ENSRNOT00000091408,ENSRNOT00000091408.1,lincRNA
ENSRNOG00000031185,ENSRNOG00000031185.1,ENSRNOT00000044029,ENSRNOT00000044029.1,protein_coding
ENSRNOG00000060687,ENSRNOG00000060687.1,ENSRNOT00000089098,ENSRNOT00000089098.1,protein_coding
ENSRNOG00000033508,ENSRNOG00000033508.5,ENSRNOT00000040488,ENSRNOT00000040488.5,protein_coding
ENSRNOG00000033508,ENSRNOG00000033508.5,ENSRNOT00000086374,ENSRNOT00000086374.1,protein_coding
ENSRNOG00000033508,ENSRNOG00000033508.5,ENSRNOT00000089853,ENSRNOT00000089853.1,protein_coding
ENSRNOG00000053431,ENSRNOG00000053431.1,ENSRNOT00000086289,ENSRNOT00000086289.1,pseudogene
ENSRNOG00000055636,ENSRNOG00000055636.1,ENSRNOT00000090798,ENSRNOT00000090798.1,pseudogene
ENSRNOG00000042740,ENSRNOG00000042740.1,ENSRNOT00000066322,ENSRNOT00000066322.1,protein_coding
ENSRNOG00000014082,ENSRNOG00000014082.4,ENSRNOT00000081758,ENSRNOT00000081758.1,protein_coding
ENSRNOG00000014082,ENSRNOG00000014082.4,ENSRNOT00000018828,ENSRNOT00000018828.3,protein_coding
ENSRNOG00000052906,ENSRNOG00000052906.1,ENSRNOT00000089281,ENSRNOT00000089281.1,protein_coding
ENSRNOG00000056596,ENSRNOG00000056596.1,ENSRNOT00000083303,ENSRNOT00000083303.1,protein_coding
ENSRNOG00000056596,ENSRNOG00000056596.1,ENSRNOT00000086232,ENSRNOT00000086232.1,protein_coding
ENSRNOG00000049402,ENSRNOG00000049402.2,ENSRNOT00000072299,ENSRNOT00000072299.2,protein_coding
ENSRNOG00000010630,ENSRNOG00000010630.6,ENSRNOT00000014271,ENSRNOT00000014271.6,protein_coding
ENSRNOG00000016023,ENSRNOG00000016023.7,ENSRNOT00000021496,ENSRNOT00000021496.6,protein_coding
ENSRNOG00000016023,ENSRNOG00000016023.7,ENSRNOT00000080689,ENSRNOT00000080689.1,protein_coding
ENSRNOG00000045740,ENSRNOG00000045740.2,ENSRNOT00000070984,ENSRNOT00000070984.2,protein_coding
ENSRNOG00000049954,ENSRNOG00000049954.1,ENSRNOT00000073426,ENSRNOT00000073426.1,protein_coding
ENSRNOG00000036842,ENSRNOG00000036842.2,ENSRNOT00000082149,ENSRNOT00000082149.1,protein_coding
ENSRNOG00000036842,ENSRNOG00000036842.2,ENSRNOT00000055290,ENSRNOT00000055290.1,protein_coding
ENSRNOG00000007136,ENSRNOG00000007136.6,ENSRNOT00000061686,ENSRNOT00000061686.3,protein_coding
ENSRNOG00000004752,ENSRNOG00000004752.8,ENSRNOT00000089695,ENSRNOT00000089695.1,protein_coding
ENSRNOG00000004752,ENSRNOG00000004752.8,ENSRNOT00000057404,ENSRNOT00000057404.5,protein_coding
ENSRNOG00000004752,ENSRNOG00000004752.8,ENSRNOT00000006624,ENSRNOT00000006624.7,protein_coding
ENSRNOG00000020702,ENSRNOG00000020702.6,ENSRNOT00000028094,ENSRNOT00000028094.6,protein_coding
ENSRNOG00000013437,ENSRNOG00000013437.6,ENSRNOT00000017952,ENSRNOT00000017952.6,protein_coding
ENSRNOG00000013437,ENSRNOG00000013437.6,ENSRNOT00000079743,ENSRNOT00000079743.1,protein_coding
ENSRNOG00000059061,ENSRNOG00000059061.1,ENSRNOT00000083839,ENSRNOT00000083839.1,protein_coding
ENSRNOG00000033896,ENSRNOG00000033896.3,ENSRNOT00000040828,ENSRNOT00000040828.3,protein_coding
ENSRNOG00000000593,ENSRNOG00000000593.7,ENSRNOT00000057227,ENSRNOT00000057227.3,protein_coding
ENSRNOG00000000593,ENSRNOG00000000593.7,ENSRNOT00000077936,ENSRNOT00000077936.1,protein_coding
ENSRNOG00000060775,ENSRNOG00000060775.1,ENSRNOT00000084471,ENSRNOT00000084471.1,protein_coding
ENSRNOG00000060775,ENSRNOG00000060775.1,ENSRNOT00000090727,ENSRNOT00000090727.1,protein_coding
ENSRNOG00000019260,ENSRNOG00000019260.7,ENSRNOT00000026060,ENSRNOT00000026060.7,protein_coding
ENSRNOG00000042825,ENSRNOG00000042825.2,ENSRNOT00000034741,ENSRNOT00000034741.5,protein_coding
ENSRNOG00000028557,ENSRNOG00000028557.6,ENSRNOT00000040650,ENSRNOT00000040650.3,protein_coding
ENSRNOG00000028557,ENSRNOG00000028557.6,ENSRNOT00000029677,ENSRNOT00000029677.6,protein_coding
ENSRNOG00000054640,ENSRNOG00000054640.1,ENSRNOT00000086148,ENSRNOT00000086148.1,pseudogene
ENSRNOG00000013517,ENSRNOG00000013517.7,ENSRNOT00000066739,ENSRNOT00000066739.3,protein_coding
ENSRNOG00000008300,ENSRNOG00000008300.6,ENSRNOT00000010983,ENSRNOT00000010983.5,protein_coding
ENSRNOG00000010370,ENSRNOG00000010370.7,ENSRNOT00000013864,ENSRNOT00000013864.6,protein_coding
ENSRNOG00000010370,ENSRNOG00000010370.7,ENSRNOT00000086456,ENSRNOT00000086456.1,protein_coding
ENSRNOG00000054416,ENSRNOG00000054416.1,ENSRNOT00000073128,ENSRNOT00000073128.2,protein_coding
ENSRNOG00000019266,ENSRNOG00000019266.4,ENSRNOT00000026141,ENSRNOT00000026141.4,protein_coding
ENSRNOG00000033531,ENSRNOG00000033531.6,ENSRNOT00000042914,ENSRNOT00000042914.4,protein_coding
ENSRNOG00000033531,ENSRNOG00000033531.6,ENSRNOT00000090240,ENSRNOT00000090240.1,protein_coding
ENSRNOG00000033531,ENSRNOG00000033531.6,ENSRNOT00000082161,ENSRNOT00000082161.1,protein_coding
ENSRNOG00000033531,ENSRNOG00000033531.6,ENSRNOT00000034969,ENSRNOT00000034969.7,protein_coding
ENSRNOG00000016316,ENSRNOG00000016316.6,ENSRNOT00000022231,ENSRNOT00000022231.6,protein_coding
ENSRNOG00000053347,ENSRNOG00000053347.1,ENSRNOT00000085519,ENSRNOT00000085519.1,protein_coding
ENSRNOG00000033202,ENSRNOG00000033202.5,ENSRNOT00000043201,ENSRNOT00000043201.5,protein_coding
ENSRNOG00000033202,ENSRNOG00000033202.5,ENSRNOT00000084049,ENSRNOT00000084049.1,protein_coding
ENSRNOG00000021003,ENSRNOG00000021003.5,ENSRNOT00000028509,ENSRNOT00000028509.5,protein_coding
ENSRNOG00000031536,ENSRNOG00000031536.5,ENSRNOT00000068210,ENSRNOT00000068210.3,protein_coding
ENSRNOG00000006418,ENSRNOG00000006418.8,ENSRNOT00000008961,ENSRNOT00000008961.7,protein_coding
ENSRNOG00000006418,ENSRNOG00000006418.8,ENSRNOT00000067748,ENSRNOT00000067748.3,protein_coding
ENSRNOG00000056595,ENSRNOG00000056595.1,ENSRNOT00000084203,ENSRNOT00000084203.1,protein_coding
ENSRNOG00000036839,ENSRNOG00000036839.4,ENSRNOT00000091596,ENSRNOT00000091596.1,protein_coding
ENSRNOG00000036839,ENSRNOG00000036839.4,ENSRNOT00000055285,ENSRNOT00000055285.4,protein_coding
ENSRNOG00000024793,ENSRNOG00000024793.5,ENSRNOT00000035743,ENSRNOT00000035743.5,protein_coding
ENSRNOG00000025454,ENSRNOG00000025454.6,ENSRNOT00000033704,ENSRNOT00000033704.6,protein_coding
ENSRNOG00000018949,ENSRNOG00000018949.6,ENSRNOT00000025638,ENSRNOT00000025638.4,protein_coding
ENSRNOG00000049611,ENSRNOG00000049611.2,ENSRNOT00000072284,ENSRNOT00000072284.2,protein_coding
ENSRNOG00000010518,ENSRNOG00000010518.3,ENSRNOT00000014008,ENSRNOT00000014008.3,protein_coding
ENSRNOG00000007884,ENSRNOG00000007884.4,ENSRNOT00000010631,ENSRNOT00000010631.4,protein_coding
ENSRNOG00000012480,ENSRNOG00000012480.4,ENSRNOT00000017085,ENSRNOT00000017085.4,protein_coding
ENSRNOG00000045993,ENSRNOG00000045993.1,ENSRNOT00000075059,ENSRNOT00000075059.1,protein_coding
ENSRNOG00000012067,ENSRNOG00000012067.6,ENSRNOT00000016152,ENSRNOT00000016152.6,protein_coding
ENSRNOG00000046097,ENSRNOG00000046097.1,ENSRNOT00000072063,ENSRNOT00000072063.1,protein_coding
ENSRNOG00000004328,ENSRNOG00000004328.8,ENSRNOT00000005722,ENSRNOT00000005722.8,protein_coding
ENSRNOG00000043381,ENSRNOG00000043381.3,ENSRNOT00000004196,ENSRNOT00000004196.6,protein_coding
ENSRNOG00000008351,ENSRNOG00000008351.7,ENSRNOT00000011277,ENSRNOT00000011277.7,protein_coding
ENSRNOG00000047004,ENSRNOG00000047004.2,ENSRNOT00000074724,ENSRNOT00000074724.2,protein_coding
ENSRNOG00000000129,ENSRNOG00000000129.8,ENSRNOT00000000141,ENSRNOT00000000141.5,protein_coding
ENSRNOG00000027253,ENSRNOG00000027253.5,ENSRNOT00000026985,ENSRNOT00000026985.6,protein_coding
ENSRNOG00000027103,ENSRNOG00000027103.4,ENSRNOT00000043544,ENSRNOT00000043544.3,protein_coding
ENSRNOG00000004466,ENSRNOG00000004466.4,ENSRNOT00000005901,ENSRNOT00000005901.4,protein_coding
ENSRNOG00000025354,ENSRNOG00000025354.4,ENSRNOT00000036907,ENSRNOT00000036907.4,protein_coding
ENSRNOG00000025354,ENSRNOG00000025354.4,ENSRNOT00000078156,ENSRNOT00000078156.1,protein_coding
ENSRNOG00000017277,ENSRNOG00000017277.2,ENSRNOT00000023262,ENSRNOT00000023262.2,protein_coding
ENSRNOG00000049782,ENSRNOG00000049782.2,ENSRNOT00000077243,ENSRNOT00000077243.1,protein_coding
ENSRNOG00000049782,ENSRNOG00000049782.2,ENSRNOT00000070834,ENSRNOT00000070834.2,protein_coding
ENSRNOG00000047140,ENSRNOG00000047140.1,ENSRNOT00000072080,ENSRNOT00000072080.1,pseudogene
ENSRNOG00000047526,ENSRNOG00000047526.2,ENSRNOT00000071251,ENSRNOT00000071251.2,protein_coding
ENSRNOG00000009019,ENSRNOG00000009019.6,ENSRNOT00000012875,ENSRNOT00000012875.6,protein_coding
ENSRNOG00000009019,ENSRNOG00000009019.6,ENSRNOT00000086982,ENSRNOT00000086982.1,protein_coding
ENSRNOG00000004387,ENSRNOG00000004387.6,ENSRNOT00000005828,ENSRNOT00000005828.6,protein_coding
ENSRNOG00000012959,ENSRNOG00000012959.7,ENSRNOT00000017813,ENSRNOT00000017813.7,protein_coding
ENSRNOG00000060594,ENSRNOG00000060594.1,ENSRNOT00000088895,ENSRNOT00000088895.1,protein_coding
ENSRNOG00000018461,ENSRNOG00000018461.7,ENSRNOT00000068535,ENSRNOT00000068535.3,protein_coding
ENSRNOG00000018461,ENSRNOG00000018461.7,ENSRNOT00000086033,ENSRNOT00000086033.1,protein_coding
ENSRNOG00000018461,ENSRNOG00000018461.7,ENSRNOT00000078764,ENSRNOT00000078764.1,protein_coding
ENSRNOG00000012110,ENSRNOG00000012110.7,ENSRNOT00000016645,ENSRNOT00000016645.6,protein_coding
ENSRNOG00000012110,ENSRNOG00000012110.7,ENSRNOT00000084851,ENSRNOT00000084851.1,protein_coding
ENSRNOG00000003777,ENSRNOG00000003777.4,ENSRNOT00000005050,ENSRNOT00000005050.4,protein_coding
ENSRNOG00000040300,ENSRNOG00000040300.4,ENSRNOT00000062027,ENSRNOT00000062027.4,protein_coding
ENSRNOG00000057358,ENSRNOG00000057358.1,ENSRNOT00000083443,ENSRNOT00000083443.1,protein_coding
ENSRNOG00000049430,ENSRNOG00000049430.2,ENSRNOT00000034207,ENSRNOT00000034207.4,protein_coding
ENSRNOG00000060285,ENSRNOG00000060285.1,ENSRNOT00000080458,ENSRNOT00000080458.1,snoRNA
ENSRNOG00000047794,ENSRNOG00000047794.1,ENSRNOT00000074819,ENSRNOT00000074819.1,rRNA
ENSRNOG00000046480,ENSRNOG00000046480.1,ENSRNOT00000074435,ENSRNOT00000074435.1,protein_coding
ENSRNOG00000015800,ENSRNOG00000015800.6,ENSRNOT00000021362,ENSRNOT00000021362.6,protein_coding
ENSRNOG00000025669,ENSRNOG00000025669.5,ENSRNOT00000055037,ENSRNOT00000055037.3,protein_coding
ENSRNOG00000056220,ENSRNOG00000056220.1,ENSRNOT00000084856,ENSRNOT00000084856.1,snRNA
ENSRNOG00000000373,ENSRNOG00000000373.7,ENSRNOT00000057950,ENSRNOT00000057950.4,protein_coding
ENSRNOG00000000373,ENSRNOG00000000373.7,ENSRNOT00000084660,ENSRNOT00000084660.1,protein_coding
ENSRNOG00000059255,ENSRNOG00000059255.1,ENSRNOT00000079074,ENSRNOT00000079074.1,snoRNA
ENSRNOG00000021177,ENSRNOG00000021177.5,ENSRNOT00000028754,ENSRNOT00000028754.5,protein_coding
ENSRNOG00000060384,ENSRNOG00000060384.1,ENSRNOT00000082258,ENSRNOT00000082258.1,snRNA
ENSRNOG00000013581,ENSRNOG00000013581.3,ENSRNOT00000018583,ENSRNOT00000018583.3,protein_coding
ENSRNOG00000013581,ENSRNOG00000013581.3,ENSRNOT00000077197,ENSRNOT00000077197.1,protein_coding
ENSRNOG00000007315,ENSRNOG00000007315.7,ENSRNOT00000009755,ENSRNOT00000009755.7,protein_coding
ENSRNOG00000007315,ENSRNOG00000007315.7,ENSRNOT00000081880,ENSRNOT00000081880.1,protein_coding
ENSRNOG00000036328,ENSRNOG00000036328.1,ENSRNOT00000054450,ENSRNOT00000054450.1,miRNA
ENSRNOG00000000636,ENSRNOG00000000636.7,ENSRNOT00000068778,ENSRNOT00000068778.2,protein_coding
ENSRNOG00000000636,ENSRNOG00000000636.7,ENSRNOT00000086250,ENSRNOT00000086250.1,protein_coding
ENSRNOG00000055668,ENSRNOG00000055668.1,ENSRNOT00000087388,ENSRNOT00000087388.1,snoRNA
ENSRNOG00000046663,ENSRNOG00000046663.2,ENSRNOT00000071728,ENSRNOT00000071728.2,protein_coding
ENSRNOG00000046663,ENSRNOG00000046663.2,ENSRNOT00000091821,ENSRNOT00000091821.1,protein_coding
ENSRNOG00000046663,ENSRNOG00000046663.2,ENSRNOT00000071897,ENSRNOT00000071897.2,protein_coding
ENSRNOG00000046663,ENSRNOG00000046663.2,ENSRNOT00000073643,ENSRNOT00000073643.2,protein_coding
ENSRNOG00000009884,ENSRNOG00000009884.6,ENSRNOT00000013538,ENSRNOT00000013538.6,protein_coding
ENSRNOG00000048993,ENSRNOG00000048993.2,ENSRNOT00000075536,ENSRNOT00000075536.2,misc_RNA
ENSRNOG00000045811,ENSRNOG00000045811.2,ENSRNOT00000071806,ENSRNOT00000071806.2,protein_coding
ENSRNOG00000016216,ENSRNOG00000016216.7,ENSRNOT00000021708,ENSRNOT00000021708.7,protein_coding
ENSRNOG00000027801,ENSRNOG00000027801.5,ENSRNOT00000039182,ENSRNOT00000039182.5,protein_coding
ENSRNOG00000048477,ENSRNOG00000048477.1,ENSRNOT00000074332,ENSRNOT00000074332.1,miRNA
ENSRNOG00000038760,ENSRNOG00000038760.1,ENSRNOT00000059213,ENSRNOT00000059213.1,protein_coding
ENSRNOG00000023386,ENSRNOG00000023386.4,ENSRNOT00000039065,ENSRNOT00000039065.4,protein_coding
ENSRNOG00000061431,ENSRNOG00000061431.1,ENSRNOT00000091402,ENSRNOT00000091402.1,protein_coding
ENSRNOG00000059404,ENSRNOG00000059404.1,ENSRNOT00000081773,ENSRNOT00000081773.1,snoRNA
ENSRNOG00000053209,ENSRNOG00000053209.1,ENSRNOT00000077300,ENSRNOT00000077300.1,rRNA
ENSRNOG00000050510,ENSRNOG00000050510.2,ENSRNOT00000042711,ENSRNOT00000042711.4,protein_coding
ENSRNOG00000057897,ENSRNOG00000057897.1,ENSRNOT00000085806,ENSRNOT00000085806.1,snRNA
ENSRNOG00000043261,ENSRNOG00000043261.2,ENSRNOT00000064170,ENSRNOT00000064170.2,protein_coding
ENSRNOG00000036825,ENSRNOG00000036825.3,ENSRNOT00000055268,ENSRNOT00000055268.3,protein_coding
ENSRNOG00000053499,ENSRNOG00000053499.1,ENSRNOT00000088013,ENSRNOT00000088013.1,snoRNA
ENSRNOG00000031144,ENSRNOG00000031144.5,ENSRNOT00000040171,ENSRNOT00000040171.5,protein_coding
ENSRNOG00000019522,ENSRNOG00000019522.7,ENSRNOT00000026518,ENSRNOT00000026518.5,protein_coding
ENSRNOG00000061241,ENSRNOG00000061241.1,ENSRNOT00000083063,ENSRNOT00000083063.1,snRNA
ENSRNOG00000049531,ENSRNOG00000049531.2,ENSRNOT00000085038,ENSRNOT00000085038.1,protein_coding
ENSRNOG00000049531,ENSRNOG00000049531.2,ENSRNOT00000074772,ENSRNOT00000074772.2,protein_coding
ENSRNOG00000014832,ENSRNOG00000014832.6,ENSRNOT00000020065,ENSRNOT00000020065.5,protein_coding
ENSRNOG00000048447,ENSRNOG00000048447.2,ENSRNOT00000074997,ENSRNOT00000074997.2,pseudogene
ENSRNOG00000059241,ENSRNOG00000059241.1,ENSRNOT00000092220,ENSRNOT00000092220.1,snRNA
ENSRNOG00000016377,ENSRNOG00000016377.5,ENSRNOT00000022133,ENSRNOT00000022133.5,protein_coding
ENSRNOG00000028582,ENSRNOG00000028582.6,ENSRNOT00000059424,ENSRNOT00000059424.4,protein_coding
ENSRNOG00000052145,ENSRNOG00000052145.1,ENSRNOT00000079033,ENSRNOT00000079033.1,protein_coding
ENSRNOG00000005502,ENSRNOG00000005502.8,ENSRNOT00000007940,ENSRNOT00000007940.8,protein_coding
ENSRNOG00000005502,ENSRNOG00000005502.8,ENSRNOT00000079571,ENSRNOT00000079571.1,protein_coding
ENSRNOG00000005502,ENSRNOG00000005502.8,ENSRNOT00000067954,ENSRNOT00000067954.2,protein_coding
ENSRNOG00000058132,ENSRNOG00000058132.1,ENSRNOT00000085528,ENSRNOT00000085528.1,snoRNA
ENSRNOG00000053498,ENSRNOG00000053498.1,ENSRNOT00000087932,ENSRNOT00000087932.1,protein_coding
ENSRNOG00000011887,ENSRNOG00000011887.7,ENSRNOT00000016084,ENSRNOT00000016084.7,protein_coding
ENSRNOG00000055120,ENSRNOG00000055120.1,ENSRNOT00000084067,ENSRNOT00000084067.1,snRNA
ENSRNOG00000049766,ENSRNOG00000049766.2,ENSRNOT00000072088,ENSRNOT00000072088.2,protein_coding
ENSRNOG00000052438,ENSRNOG00000052438.1,ENSRNOT00000089877,ENSRNOT00000089877.1,snoRNA
ENSRNOG00000003099,ENSRNOG00000003099.6,ENSRNOT00000026214,ENSRNOT00000026214.6,protein_coding
ENSRNOG00000049554,ENSRNOG00000049554.1,ENSRNOT00000072517,ENSRNOT00000072517.1,protein_coding
ENSRNOG00000059805,ENSRNOG00000059805.1,ENSRNOT00000082226,ENSRNOT00000082226.1,protein_coding
ENSRNOG00000057747,ENSRNOG00000057747.1,ENSRNOT00000088773,ENSRNOT00000088773.1,snRNA
ENSRNOG00000043707,ENSRNOG00000043707.1,ENSRNOT00000068974,ENSRNOT00000068974.1,miRNA
ENSRNOG00000059047,ENSRNOG00000059047.1,ENSRNOT00000086922,ENSRNOT00000086922.1,lincRNA
ENSRNOG00000016419,ENSRNOG00000016419.6,ENSRNOT00000022387,ENSRNOT00000022387.5,protein_coding
ENSRNOG00000005888,ENSRNOG00000005888.5,ENSRNOT00000007808,ENSRNOT00000007808.5,protein_coding
ENSRNOG00000054667,ENSRNOG00000054667.1,ENSRNOT00000087340,ENSRNOT00000087340.1,lincRNA
ENSRNOG00000032873,ENSRNOG00000032873.4,ENSRNOT00000040936,ENSRNOT00000040936.4,protein_coding
ENSRNOG00000021245,ENSRNOG00000021245.7,ENSRNOT00000028859,ENSRNOT00000028859.6,protein_coding
ENSRNOG00000021245,ENSRNOG00000021245.7,ENSRNOT00000077819,ENSRNOT00000077819.1,protein_coding
